"id","frame","x [nm]","y [nm]","z [nm]","uncertainty [nm]"
134.0,36.0,4820.881370812391,3845.850066965084,-23.015483044151154,328.9099034028695
135.0,36.0,6306.278969699542,3852.689244479817,1.7945223651629476,222.97828886673483
136.0,36.0,7610.547373082854,3843.3783605660356,-393.1507720052055,0.9302436400591829
137.0,37.0,1472.4834764392317,2807.8602839773503,84.46178610659776,2.0032029933655733
138.0,37.0,2483.1586676844477,9650.411856628896,-259.97566180471625,761.1333949756387
139.0,37.0,4690.876731804043,3335.880062735586,-329.01860983677216,924.967060925143
140.0,37.0,7894.906484124417,4169.715713207607,-194.47649361027268,499.9849935350331
141.0,38.0,2472.7383212980994,9686.383568240846,-180.20389140615237,533.8882043103092
142.0,38.0,3725.7556827637386,5174.033854027504,-259.1788234423849,342.1316481000824
143.0,38.0,4724.269246421509,3210.289764411363,-287.09766704607534,774.8883262410691
144.0,38.0,5598.518573070098,1014.4522898210321,-726.9856421890393,3658.9128217485345
145.0,38.0,7880.116880317855,4203.953170168282,-208.79501290641255,679.3495433370683
146.0,39.0,2758.8960138032876,7115.923911660122,55.66555431783371,322.20761504013393
147.0,39.0,7877.429724387148,4153.3007641309905,-202.35080601415885,484.66590861624456
148.0,40.0,2397.659140370167,8228.800822631027,417.56465145760603,1271.1744467427206
149.0,40.0,2452.9484074381594,9651.057725695802,-319.33783246526605,529.1609860504855
150.0,40.0,3742.9580200341443,5085.2644519867745,-293.4860770768319,651.9940538371675
151.0,40.0,3559.487130228428,4796.861874031573,-34.32723607976652,3.1199580872088584
152.0,40.0,4763.7713662084625,3117.087852881241,-307.3592912106074,580.2316708340023
153.0,41.0,2179.046863260487,9831.00038835579,-45.849131569886126,22.04109866317993
154.0,41.0,2470.7863491422795,9672.28607602645,3.2627514633650145,100.46729902607825
155.0,41.0,2451.948920128712,9297.243957754026,20.81341767465095,15.334319168419144
156.0,41.0,3836.0046910218057,4890.787243352755,-113.21832479772492,335.8241369607048
157.0,41.0,5496.968817234745,2338.630828569639,-663.0461003185302,3150.995204533978
158.0,41.0,8183.100116194447,4187.636345470536,87.2137100658449,1134.6272870047487
159.0,42.0,2664.6793082032464,7422.298161859046,29.742339875301184,710.9736397456016
160.0,42.0,5525.378777594655,2233.0519458045915,-610.362283179195,3378.2192261575838
161.0,43.0,775.565439790994,1981.638741317619,144.48805106451434,448.3394213233553
162.0,43.0,2677.6112291148543,7443.919663458318,-36.504817997144336,626.0726575348024
163.0,43.0,5473.411160701915,3846.3871751070974,-39.37561311089273,655.812902442168
164.0,43.0,5683.5017669400395,1793.4473779438513,-584.4019082369433,2400.623833489695
165.0,43.0,6407.513954565282,3913.49790865404,283.7199524720411,973.2175177734831
166.0,44.0,1000.8877940884072,2459.3441001291512,44.06122114891747,206.2872644365575
167.0,44.0,2856.4280430228105,6779.841206809142,19.42807154586785,831.7761813707663
168.0,44.0,7900.261368116933,4172.052662451267,-267.49220945382876,886.1227316571815
169.0,45.0,2832.4693585154323,6783.848560011021,73.3180086279364,942.5442501008816
170.0,45.0,3096.603857228188,6404.461368844308,-498.25864579961535,4403.484543919065
171.0,45.0,4091.4278506804767,4396.759676653199,-287.62956800511745,1058.9058558321224
172.0,46.0,3127.689828040363,6114.0829827477355,-38.39384320527034,751.5511203232629
173.0,46.0,4651.829220787916,3235.2095698902644,-357.2989156666133,852.016839285909
174.0,47.0,2211.092685931245,9332.440368505824,406.6286964576921,1482.24624854835
175.0,47.0,2450.7797761265697,8360.027402201811,111.50137720908174,490.8064925815599
176.0,47.0,3125.6508341573385,6065.8140219713905,-70.12667701581003,268.0355562620943
177.0,47.0,4625.3566072210415,3281.5632809744957,-444.9034069599654,1364.1134058666007
178.0,47.0,8968.347682741629,4512.6469910336455,17.83178142832379,373.80050768617497
179.0,48.0,2309.497295345684,9379.270709798937,418.62680569215036,2232.5470173487006
180.0,48.0,2559.622682324167,8276.220122975876,-212.18625688206347,1080.6211039245743
181.0,48.0,4015.5237127634546,4462.219388731895,-208.07131557496058,588.3247009991321
182.0,48.0,6162.35913396526,3854.211151404733,-101.60156949059007,467.30299985882016
183.0,48.0,7768.3165706955615,4010.5462655475376,-140.63097136138958,278.22899800419094
184.0,49.0,2182.5465388951843,9258.239637342524,356.50242638023906,943.2513048076846
185.0,49.0,4064.8398516478624,4479.937571127021,-220.5022371904151,849.6208768383846
186.0,49.0,4613.966235084029,3261.041938792756,-336.2721602675978,1037.7172890329239
187.0,49.0,6125.453485397076,3844.6335359964487,-91.3426643289786,430.3650791351753
188.0,49.0,8164.030339834433,4218.766926934648,-239.89637209343667,602.7102834388185
189.0,51.0,2528.5917664364074,9735.510140294817,-229.84322913549394,492.79740903251496
190.0,51.0,2592.290416300285,7305.018934014704,-53.361610383201274,387.7990679186311
191.0,51.0,4342.880641556541,3744.1504737446903,18.011607704373315,461.49884606073715
192.0,51.0,4469.210068233766,4971.794535959716,-30.12095503079513,387.231976640487
193.0,51.0,8002.283427599024,4191.859657187659,204.65202417608882,951.8678616451414
194.0,51.0,7459.748736416199,4018.6646403284667,-145.7336693283394,366.5923719235156
195.0,51.0,9045.316333911243,4603.204755591558,-3.0288099491127114,543.6370787958178
196.0,52.0,2391.844718052551,8881.909638887508,-220.10357223804357,622.0139504758131
197.0,52.0,4421.149573728735,4901.219558849559,-111.77106513484583,304.1663479748439
198.0,52.0,5103.917616932833,2561.02228689585,102.30139602292722,41.34501179404256
199.0,52.0,5182.205534176086,2370.5317438624984,-430.583526091078,1446.860584856364
200.0,52.0,6155.495205302724,3858.0097350755336,-68.64782955028122,564.312154365946
201.0,52.0,8184.903064900784,4220.527734035997,115.44947666699466,459.72757215642315
202.0,52.0,9163.25349206992,4613.386754185017,-195.7359895715277,705.3505098183346
203.0,53.0,596.8406491174802,1542.7862924730507,99.7960539646274,131.34737693080496
204.0,53.0,948.4264878817282,2432.807191817971,9.13445726787884,414.4520596744169
205.0,53.0,3857.9948854482927,4815.939872695955,-367.43555618450523,2112.1405378551267
206.0,53.0,9222.65733003848,4642.190255520954,-221.15909772379234,511.40305422026813
207.0,54.0,650.752200374877,1709.562952574997,57.48707923147185,1018.6065083529994
208.0,54.0,902.3139698960863,2354.388997967015,69.23347287132495,690.439934418386
209.0,54.0,2375.7391776173417,8145.020894748775,-72.34067769514206,456.6750593230519
210.0,54.0,4074.271842371424,4423.504417912552,-275.67953786556194,835.975375782442
211.0,54.0,5525.5402626583555,4021.3486593718662,214.91269420045586,1484.1932558658061
212.0,54.0,6101.690837004149,3922.7268912152304,77.62831298845722,1338.8496550779798
213.0,54.0,8248.726901035245,4206.862531353671,23.408386656902675,391.7512884714909
214.0,55.0,3857.9119591400504,3835.5212675858825,-393.08474519616544,2832.3346432152935
215.0,55.0,6154.962842734933,3868.0959846266915,-107.36897352810674,491.42200934816
216.0,55.0,9252.595871603355,4720.520284709583,-77.98262616725657,473.5292285740918
217.0,56.0,534.7850537386904,1609.161390454731,142.42218845341534,378.1813376294445
218.0,56.0,2472.2246325600254,7633.893338900803,-94.63318177079263,488.36918248162686
219.0,56.0,3373.47811957206,5628.744413211265,-196.7940271097471,615.260074196741
220.0,56.0,4109.836058883433,3706.390073137298,324.07078232688286,3524.077821532399
221.0,57.0,5391.653751782364,4040.323616677676,-53.072625417391386,583.6210097613206
222.0,59.0,1128.2388716815665,2651.2560621244065,43.5026069559974,341.7842652551084
223.0,59.0,3653.560680127893,3600.10222384703,10.508228491980274,889.5672903370195
224.0,59.0,4061.277237010056,4185.324846546813,-448.6797362695812,1987.4157627449054
225.0,59.0,5308.563044205466,2668.5010067625058,-456.2256582889904,1677.6175317309196
226.0,59.0,5338.615587548379,3757.7813169161172,-331.97250354121803,1095.2965247768127
227.0,60.0,2824.970079451896,3289.9016115082572,221.7126131390473,1176.202383572862
228.0,60.0,3149.0229524092906,6317.150522977836,-48.9684490004922,526.2323411873252
229.0,60.0,2833.8422111393593,6746.342962400691,-5.526477589021997,620.436992535633
230.0,60.0,6074.160800024233,3912.016370548647,3.6847588548277597,691.5996166433466
231.0,60.0,7270.275462419377,4026.234489538081,208.54569875513118,1282.159018378854
232.0,60.0,7959.568021082632,4081.3201723053653,-305.19582563246786,1016.1792922515613
233.0,61.0,986.682248566081,2317.842405925353,-391.2482673963168,1584.2192138109203
234.0,61.0,5425.0718679889405,4105.595634704483,-17.452865574649795,437.9227613670279
235.0,61.0,7248.606844401697,3848.107421213501,40.22771113648617,45.27573489143211
236.0,61.0,9181.289625044166,4588.362225784314,-229.7033033555786,557.3648946943106
237.0,62.0,860.901676489632,2094.7166310287575,158.1565992754664,602.6677738226591
238.0,62.0,2425.0310400202375,7900.59714875455,-170.29692708480155,721.6595143487618
239.0,62.0,2788.659174330262,6890.941226680658,99.25212839372392,989.4977687141618
240.0,62.0,5405.1700909975425,4116.23614295502,-16.26849270226367,483.09789523521886
241.0,62.0,5514.933957939471,2119.5140860239644,-694.7223947906531,4139.061295647807
242.0,63.0,5169.01784186978,2743.7911217128085,-133.24783041105388,348.18657847861766
243.0,63.0,5404.134120058551,4091.5202013495286,-30.250051794058653,597.620225335657
244.0,63.0,7221.157547628043,4016.009583952307,-199.75791231600425,491.7913335102687
245.0,64.0,5450.0591064225,4103.021185528219,-2.258853549324004,270.34892353381247
246.0,64.0,8014.700869348797,4181.82522337466,-143.09986103044074,470.46243622151616
247.0,65.0,878.943377946139,2084.057165409178,63.618631631882096,361.5887169725373
248.0,65.0,2951.1366228029688,6554.0191832154105,22.474977478516582,762.6300869430696
249.0,65.0,3424.1477024327814,5609.517953019944,-142.89544542531868,939.7817665327833
250.0,65.0,7242.741792199153,4016.592661499464,-143.88373378471786,470.44760346098076
251.0,66.0,529.688332892086,1591.227680670421,14.016699594871383,158.14590784414565
252.0,66.0,808.2825453735531,2048.086182278351,54.95374978132427,326.57292033279134
253.0,66.0,2440.7516113357174,7778.269462580549,-62.39340930202013,388.67866017492526
254.0,66.0,2805.820821679482,3213.2469889817985,-53.34117058802258,330.2136242149742
255.0,66.0,3452.2695339217153,5514.048360573805,-225.64991333381573,850.966359091585
256.0,66.0,5420.4299356283,4066.578032415969,-18.79940254328601,524.1316430489514
257.0,66.0,7755.492316240899,4162.832304361159,-335.3607324675452,1185.6580378863355
258.0,66.0,9684.142099206694,5124.722284854105,56.548579533715106,277.36890062941785
259.0,67.0,2464.3687498811187,7935.990764404562,-2.488106181548048,462.73079451227346
260.0,67.0,2970.553124865583,6419.111598388618,26.625676631525433,450.3403431194794
261.0,67.0,4368.356900770615,5069.91390560103,-18.481963800331016,532.0800336833541
262.0,67.0,5414.680403058673,4081.862510498427,-22.99966390640886,261.86949313826796
263.0,67.0,5759.249964010932,1876.402545744552,-65.07782586828887,21.276474033766316
264.0,68.0,2491.115595663417,3083.714637619795,42.87983099190658,387.43769577491497
265.0,68.0,2965.5759971894768,6404.201135591452,56.49757116909773,493.0435262497624
266.0,68.0,4842.794631089055,4806.228566508997,-58.518008899461904,578.1058511092467
267.0,68.0,9716.3286473735,5188.528295282165,-46.61525633581491,332.466059425096
268.0,69.0,2424.1232491502383,8091.628443540547,-240.11398326638383,945.6915663605624
269.0,69.0,5501.7421634369375,4027.0899144036002,57.00929136222958,518.7853642204769
270.0,69.0,8871.924659089098,4527.04689669152,9.33643197048633,294.87174670365295
271.0,70.0,6017.995412374379,3896.776750555325,0.38427046348383437,519.8167533802032
272.0,70.0,7263.30450400157,4034.9363302323027,-78.51414565795343,652.3746300234022
273.0,70.0,8858.995083583952,4521.610763880745,0.5340683255258888,491.0665354711235
274.0,70.0,9676.722067105013,5179.579469478962,4.456630447507645,471.29930143943153
275.0,71.0,1978.0838480316834,2898.777998274672,523.715129982915,2174.0681586466108
276.0,71.0,5987.512081753835,3892.3681041934647,19.40528300776327,825.2708508248598
277.0,71.0,7936.576155561262,4099.673992396915,-267.048853946184,803.630830500972
278.0,71.0,9705.387851146206,5184.711828492329,54.228152667238874,219.34388412885292
279.0,72.0,7853.032606523964,4168.044936059195,-131.48820339729093,289.7475148866963
280.0,73.0,879.5775594016679,2073.194754082729,90.19453621844451,430.75888100490755
281.0,73.0,7964.545935002569,4085.5200231438243,-31.807069132262356,440.2659465193143
282.0,74.0,2677.2788143813586,3167.7938651705613,144.01085765784205,419.7487891863513
283.0,74.0,2920.444287168521,6678.982410659278,-31.269510030187003,506.067436460741
284.0,74.0,5553.183303776375,3988.5704208358547,-11.970532126554254,433.73528064893253
285.0,74.0,9672.767159578723,4731.825343364637,-309.60926692359925,625.6288793455827
286.0,75.0,4474.307685611168,3789.2881959273445,22.961741594139582,663.5965972786357
287.0,76.0,780.4684911676735,2204.4919775324156,124.83621616581419,253.04773613503554
288.0,76.0,862.7994119796937,1911.428053018183,98.89936464034969,180.76220989122407
289.0,76.0,4444.912792147363,3783.7325897131686,-17.853209898415923,515.5200200009326
290.0,76.0,5518.563936824217,3980.869495008567,17.433913524692684,499.49445335924503
291.0,76.0,6776.257939245164,4025.644960539081,-10.935680727372198,405.9778455496389
292.0,77.0,841.7241605844868,2081.940298748831,84.20383848931579,409.616209411742
293.0,77.0,2451.678556727951,7702.343407817585,-112.02825480761068,203.0161821378842
294.0,77.0,2473.3113840597675,9432.423120423755,-176.9731444152548,495.1397971921032
295.0,77.0,4417.784760477525,3778.4028334423806,-29.03446037021115,340.9687320739884
296.0,77.0,6804.116305677358,4030.3165821035427,-7.265803387419226,562.8822304197744
297.0,78.0,1918.8601434887255,7601.319023985323,5262.590574053929,1302.1143635844055
298.0,78.0,5666.554524471016,789.5205548939659,-18.93692984763759,360.1331472742815
299.0,78.0,7040.863760710962,4019.961796664468,249.48832669492322,1271.6363859122828
300.0,78.0,8364.715144551628,4324.439585390995,-113.25800231418873,231.78112067642124
301.0,79.0,664.8288559216439,1677.656730559429,182.47970245782182,452.23951202711254
302.0,79.0,2492.7836659352693,7597.859710912897,-90.48330590370234,613.2087095658977
303.0,79.0,5558.942305402832,1050.2446912271255,-136.6770516783912,640.2139704329554
304.0,79.0,8704.369499414292,4510.489113191563,138.58469154452698,722.9679826945929
305.0,79.0,8365.956290135127,4306.752563513609,-202.7621161746237,740.178543562513
306.0,80.0,619.1681224699151,1678.1637720042033,91.40393349040642,357.27121033109927
307.0,80.0,2477.656043993244,7582.418829282759,-86.27600001665714,491.7405252643233
308.0,80.0,3899.0868536453618,3648.1474664465322,11.999732609433602,283.0074884515046
309.0,80.0,6687.074613905556,3900.2950453129074,-127.94728656492121,510.817179686363
310.0,80.0,8628.293428118599,4439.467769612231,146.73899289982342,1191.7239967742162
311.0,81.0,8813.838210408456,4491.294668044329,100.0249160090234,661.5159721832629
312.0,82.0,8483.014311658824,4383.8026704973245,317.88733182272506,2676.6788422404625
313.0,83.0,2905.7146540944277,6578.081611951335,36.83575682304408,531.7403726740151
314.0,83.0,4202.531493569023,4108.144073268313,-323.51450869252676,783.2055381897342
315.0,83.0,4209.489151086291,4375.22259967005,-176.5165111198559,419.507605438244
316.0,83.0,6749.338368140762,3919.139751968586,-97.28026276102054,890.4236287202971
317.0,83.0,8838.488647921753,4483.063282633201,39.98256668835858,588.5297784816217
318.0,84.0,2404.914174943657,7996.632938584573,-322.04676972623076,1228.9539725092175
319.0,84.0,3457.1842674981212,3518.629512146103,92.16694534993832,691.170102484829
320.0,84.0,9100.713100105291,4507.263118254566,404.0533065925306,1828.6798873592409
321.0,84.0,9476.078498040446,4623.914915387629,-308.0928330766827,747.9322109115061
322.0,84.0,9050.15857008426,4398.087638990547,-124.13465258124639,98.52773809691824
323.0,85.0,2427.215163196529,7816.819051094935,-487.07790645936933,902.7790274072437
324.0,85.0,2810.20464273415,6831.069736522306,48.40556622966424,525.1289889266367
325.0,85.0,3914.459392614428,4684.410503325169,-157.48586545207604,564.8145075068429
326.0,85.0,5243.805033685703,2541.9722013080545,-549.1457149571885,2446.878773772586
327.0,85.0,6679.484790102156,4126.720092141502,-311.50232142076953,917.6574211430882
328.0,85.0,6269.835272592795,3811.1533726470143,-115.41108947219925,550.7322029148529
329.0,85.0,7861.631002641439,4088.014975640068,208.08353847565704,1802.6330345195859
330.0,86.0,3900.9640080284926,4736.215833614553,-148.33506774348672,675.0759811522115
331.0,86.0,5582.580133794343,2037.7583199838646,-539.6568185398743,2240.3102169100503
332.0,86.0,5570.885997390922,2492.1600539944266,-561.8365807694016,1206.537830761363
333.0,86.0,8062.7623901586285,4168.95804712427,-128.02313129782385,743.0279302698748
334.0,87.0,2719.4695967872685,7381.587109728518,-93.34366002512319,17.284361391963838
335.0,87.0,6868.420892983159,3997.040509038555,66.94917888948606,927.2530719882969
336.0,89.0,3028.9119260382886,6383.450033277406,-70.79874327285242,2086.5759663571876
337.0,90.0,5297.009330343712,2904.7715835330296,-459.9110304002361,1216.644645232366
